Juego,Review
BioShock Infinite,"it's a fucking mess<br/>it's not terrible, it is worth playing, but for years i've wondered why people absolutely hated it <br/>and now i get it lmao<br/><br/>the easiest thing to talk about is how the mechanics were downgraded into being Call of Duty but with plas- vigors and a hook ig<br/>it's not as bad as that sounds, but it's very simplistic<br/>there was very little strategy in how i'd play the game, i just stuck with a couple weapons i liked and that was that<br/>this was done for the sake of the new heavy narrative focus, but it didn't have to be that way<br/>actually, this game didn't have to be a shooter to begin with<br/><br/>this would have been the perfect opportunity to return to the immersive sim style gameplay that made the shock series a thing, because the absurd violence on display is precisely why the term ""ludo narrative dissonance"" became the bane of any games-writer's vocabulary<br/>the story isn't necessarily about violence, but it does in some degree seek to critique booker's violent nature<br/>lacking player choice IS part of the game's narrative, but you could've still played with that idea while allowing the player more agency to engage with the game beyond murdering people in ways that clash so fucking hard with the strengths of the game's narrative and presentation<br/>because the strengths of the game have absolutely nothing to do with that<br/><br/>this is a gorgeous game, as always there's a lot of environmental storytelling that<br/>while not very subtle like<br/>ever<br/>it's still good to have there - bioshock has NEVER been subtle<br/>and it's all wasted when the narrative is constantly pushing you forward<br/>bioshock 1 and 2 encouraged you to explore more often than not, even if they both had a little arrow guiding you to your next objective constantly<br/><br/>i lack the time or patience to go super in depth with the narrative, but i'll touch on a few things of personal note<br/><br/>how the game handles the revolutionary aspect of its fiction is fucking terrible, it's some game of thrones season 8 bullshit<br/>that ""the oppressed are really just as bad as the oppressors"" centrist drivel that only works because the writers purposefully made their revolutionist side of the conflict turn into The Bad Thing<br/>you'll hear booker say ""they're all terrible, all grifters"" or whatever before the Vox Populi have been shown to be anything but the thing that Columbia needs<br/>when shortly before then he'd be saying that sometimes places need people like the Vox<br/>as if something happened to make him change his mind beyond the leader being mean to him<br/>some of this is addressed in the game's dlc, but it does very little to excuse the complete mistreatment of this aspect of the game given that it goes to great lengths to point out that Columbia is stupidly racist <br/><br/>the alternate reality aspect is something that i feel gets too much hate, as i honestly could care fucking less about whether or not it makes pure logical sense<br/>i do feel that it's very simplistic, but suspend your disbelief a bit and it's easy for it to end up working out<br/>the dynamic between Booker and Elizabeth makes the game worth playing alone, and their conclusions are worth the fuckery written to get them there<br/>the fuckery written to turn Daisy Fitzroy into ""murdering white kids is cool, actually"" isn't<br/>i think there is a line between contrivance that's okay and contrivance that's not<br/>but, ideally, you wouldn't have either, which is why i'm not gonna even begin to call the game's narrative clever or standout<br/><br/>it's well done in enough aspects to warrant the trip but there's a reason why the game nowadays has a lot of critics, and if i felt more inclined i could probably write a full on essay about it<br/><br/>but for now, it was okay"
BioShock Infinite,"A mess.<br/>Gameplay is ok, bosses are bad, the story is a complete mess that is lauded as a masterpiece."
BioShock Infinite,"Overall: 8.5/10<br/>Gameplay: 8/10<br/>Story: 9/10<br/>Music: 8.5/10<br/><br/>(WIP) Really phenomenal game. More in depth review to come, but well worth the play. Mechanics are a lot of fun, building on the core things that made Bioshock as a series shine and adding twists that only a city in the sky could allow. The story is compelling and lovely, and the twists are often genuinely unexpected. By the end you are emotionally attached to the characters, and the game does what Bioshocks do best: leaving you with a slight existential dread and awe, wondering what the ending of the game truly meant, and wanting to replay it again to find any hints you missed. "
BioShock Infinite,"Total mind boggling experience playing this sci-fi/fantasy/action/adventure game (who knows the right genre?). The protagonist is a traveler, searching for a girl, and encounters strange world events till the end. The choice of weapons, controls, AI, game interaction, everything is so perfectly crafted, you can't even imagine making it better. A must-play-before-you-die title..."
BioShock Infinite,"The gameplay is satisfying enough, and the art style is very pretty, but the story is absolute bοllοcks to the point of getting on my wick."
BioShock Infinite,"<div>I played BioShock Infinite on the PS3 a few years back but it never left my thoughts. I'm not one for FPS games, but this one... I meant to try it because the aesthetic was pretty, it seemed kind of steampunk-ish with a great, weird story. Boys and girls, was I right! <br/></div><div><br/></div><div>It took me a while getting used to the first-person POV (something I hate) and the shooting basis of the game (I prefer Tomb Raider-like games), but seriously, the design is so stunning I just wanted to keep on playing. <br/></div><div><br/></div><div>But you know what really influenced my decision? The gameplay itself! It's easy and while I found the ""switching powers"" mechanics a bit tricky, I LOVED IT! Give me those powers fueled by plasmids and all. After a few hours playing, I realized I was caught up in it. Whenever I would leave the game to do something in real life, I just wanted to get back to it! It was (and still is, in my opinion) THAT good. <br/></div><div><br/></div><div>Also, that floating city?! Marvelous! <br/></div><div><br/></div><div>Another note: that twisted and engrossing story just. hit. me. hard. As a huge bookworm (hang with me, here), I'm looking for twists and turns and an excellent dose of action. BioShock did more than deliver. <br/></div><div><br/></div><div>You know what it truly did? <br/></div><div><br/></div><div>It amazed and surprised me! <br/></div><div><br/></div><div>And that isn't easy as I figure out plot twists faster than I say ""AWWWWWWWW"" when I see a cat. <br/></div><div><br/></div><div>So, that's me, paying tribute to the one game that got me into FPS games (and into this series). <br/></div><div><br/></div><div>You're awesome, BioShock Infinite! <br/></div><div><br/></div><div>You age well, too. <br/></div><div><br/></div><div>- Catopatra</div>"
BioShock Infinite,"Game has a mind-blowing story, which made me to finish it, but it is wrapped in monotonous and repeatative ""another FPS"" gameplay."
BioShock Infinite,"It's such a shame Irrational closed shop after this.<br/><br/>It was just one small step away from open-world, and an open-world Bioshock would have been amazing."
BioShock Infinite,6.5/10.0
BioShock Infinite,"Booker, catch!"
BioShock Infinite,9/10
BioShock Infinite,9/10
BioShock Infinite,please make a movie so people who don't play games can experience this.
BioShock Infinite,9.5/10
BioShock Infinite,.
BioShock Infinite,9/10 - my name is also AD but ok
BioShock Infinite,8/10 - Smother.
BioShock Infinite,8/10
BioShock Infinite,Constants and variables.
BioShock Infinite,"Yeah, that ending. Totally ruined it."
BioShock Infinite,"LOVED IT, but short, maybe with those dlc... would worth to pay the full price"
Red Dead Redemption 2,"The story is a masterclass in character development, with a rich cast of characters that are all well-written and expertly voice-acted. The game's themes of loyalty, betrayal, and morality are explored in a nuanced and thought-provoking way that will leave players thinking long after the credits roll.

The game's mechanics are also top-notch, with smooth and intuitive controls that make everything from horseback riding to gunfights feel satisfying and realistic. The online multiplayer mode adds even more replayability, with various activities and challenges to keep players coming back for more.

Overall, Red Dead Redemption 2 is a masterpiece of a game that is well worth the investment of time and money. Its immersive world, gripping story, and expertly crafted gameplay make it a must-play for any fan of Westerns or open-world adventure games."
Red Dead Redemption 2,"Wow just wow! I think I played the story 3 times and I am still enjoying it. It`s just perfect the characters, the story, the protagonist! In my mind Rockstar made a masterpiece in gaming! I can recommend it to anybody who wants to play a modern masterpiece of a western game! "
Red Dead Redemption 2,"i once played poker for 4 hours against an NPC, i lost. However i did shit myself during the poker match and that was enough to let me enjoy the beauty that is this masterpiece 15/10"
Red Dead Redemption 2,"An incredible feat in gaming.  Truly a masterpiece.  I've never played a game that was so consistently and deeply immersive.  The story is great, the characters are fantastic, the animations carry weight, the gameplay is slow but that only helps the immersion and cowboy sim feel of it.  Pulling from influences in western movies, traditional American folk tales and folk music, the Hudson River school of art, and real history, it creates a world that feels real, lived in, and instantly familiar. "
Red Dead Redemption 2,"I am not wanting to finish this game because of it's quality, seriously, it is in my top 3 games of life "
Red Dead Redemption 2,"The first and only game that I went for 100% completion. There is no better game than this in terms of immersive story telling, world building, characters you actually care about, graphics and sound. When the end came around (before the long epilogue), I think I actually teared up. No game has ever made me tear up. Rockstar, please stop wasting your precious developing resources on Red Dead Online and make a tru RDR 2 DLC, or get on with your next massive open world project. "
Red Dead Redemption 2,"Rockstar has undoubtedly created a piece of art. The story is long and a bit slow in the beginning, but tastes like a mature wine with an aftertaste of your action's consequences. It looks much more like a classic book than a movie.<br/><br/>Story: remarkable with a lot of details<br/>Soundtrack: memorable<br/>Gameplay: fun with a lot of shooting<br/>Graphics: awe-inspiring"
Red Dead Redemption 2,Very good game. Definitely a long haul game but the quality of detail and engaging world is top tier. Where this game really shines though is it’s protagonist. One of the best written and real characters we’ve ever seen in a game hands down. 
Red Dead Redemption 2,"Pros:<br/>+ atmosphere<br/>+ characters<br/>+ really alive world<br/>+ soundtrack<br/>+ little stuff<br/><br/>Cons:<br/>- bugs<br/>- outdated graphics<br/><br/>+- maybe can be slow but this is western genre tradition<br/>+- gameplay not bad but can be boring<br/><br/>Conclusion: this is f*ckin open-world game from Rockstar, just play this"
Red Dead Redemption 2,"My personal choice for the greatest videogame ever made as of 2020. Not only is the Van Der Linde gang's saga, An utterly heartbreaking slow death, But it is one written which such poise and consideration that it remains burned into my mind to this day. It is a game that against all odds is utterly uncompromising in it's vision and scope and the world that you will inhabit and the stories you will experience will be folktales in your gaming portfolio for years to come. <br/><br/>It often feels restrained and realistic. You will find yourself giddy for a heist, and then tapping your feet aching to get out of danger for the sake of your gang members. You have such a raw connection to them through learning them like a book as you progress through the story, They remind you why you keep playing even when the game has a few lukewarm missions and they remain consistently entertaining with campside stories and friendly insults in passing. This is a feature of the game that extends to wildlife as well. Red Dead 2 remains remarkably faithful in simulating the habitats and daily activities of hundreds of species. <br/><br/>It all feels so real and it draws you into the game bit by bit as you pick your way through the game's content. And in the very end it all remains just as real life memories do, Moments. Listening to the horses hooves clod off the red sand as I slammed my way through a particularly bad sandstorm, Watching townsfolk look up from their newspaper to eye me like vultures as I saunter into town for the first time, Watching a boy sprint in the other direction as he sees me reach for my revolver. <br/><br/>Experience this world, Experience Arthur's story and remember to take your time before it all passes like a gust of frontier wind. "
Red Dead Redemption 2,This game was absolutely fucking amazing. Outstanding work. Until you get to the shitty fucking epilogue and have to go through a ranch hand tutorial. Fuck that. That was an amazing experience followed by the most painful fucking gameplay ever. I dont know how but Rockstar made me hate this game I fell in love with.
Red Dead Redemption 2,"Rockstar really outdid themselves with this one. When I picked up this game, I was expecting business as usual.  But was I wrong! Red Dead Redemption 2 is a technical, visual, and narrative accomplishment. As I have written in past reviews, the testament of a good sequel, is that it somehow furthers the things that were established in the first game. Gameplay, story and characters, and visuals are all major elements that a good sequel manages to push and make better. The game is a prequel to 2010's Red Dead Redemption. Set in 1899, the age of outlaws is coming to an end. The Van der Line gang struggles to survive as they against nature, government forces and outlaws. The character you play as is Arthur Morgan. Initial footage of this character bothered me because I found his voice to be far too exaggerated.  But for whatever reason my mind was changed. Arthur is similar to John Marston in Red Dead Redemption. Both of these characters can be cruel and violent men, but the narrative pushes the player player give the character  some redeeming qualities or some sort of arc that goes from bad/apathetic to good. Other familiar faces from Red Dead Redemption are prominently featured in this game. The gameplay has dramatically improved. The gunplay and action isn't as rudimentary and choppy as it was in Red Dead Redemption. The survival aspects of the game have taken front and center and prove to be quite vital in your survival and the survival of the gang. The alarming and hilarious amount of detail this game has both visually and technically is quite impressive. The open world is much bigger than Red Dead Redemption with various diverse regions to travel through and a plethora of random encounters that border on the frightening to the hilarious. This is probably one of the best games ever made. I maintain that God of War (2018) deserved its award for Game of the Year.  But that does not diminish this game by any means. It is truly a remarkable game that has hopefully changed things forever. If there is one game that everyone should play, it is this game.
<br/><br/> Rating- 5/5 A Masterpiece
"
Red Dead Redemption 2,"It is a great game overall, but in terms of storyline, it could be better. The world, possibilities, graphics, gameplay, all feel stunning. Worth playing, but not twice."
Red Dead Redemption 2,"9.5/10<br/><br/>There is not much to say, this game is an epic, it really leaves us speechless with what it managed to achieve. Only the epilogue has a lower quality, because it is also too long in my opinion."
Red Dead Redemption 2,"It's the best game I ever played. You absolutely fall in love with it, have compassion for Arthur, greatest character ever made. Absolutely amazing! 10/10"
Red Dead Redemption 2,This game is what everyone wants on GTA V <br/>- Nobody bothers anyone<br/>- the game chat is pretty funny considering the fact everyone talks with country accents<br/>- no op weapons for no reasons<br/>- gives everyone what they want<br/>only flaw is that we cant have private sessions or director mode which is fine considering how everyone is in the lobby<br/>8.5/10
Red Dead Redemption 2,"Red Dead Redemption 2 is the greatest video game ever made. I’ve never been more immersed in a game than in this wonderful western world.  The story was fantastic. Arthur Morgan is the best character a video game has ever had. The visuals of this game were spectacular (minus a few character models that weren’t bad, but were not great). The sound is great. The level of detail in this game has never been done before, whatever game is second place isn’t close. <br/><br/>Some people complained about the controls or feel for the game. I did not. The game makes you take deliberate actions but I found my Arthur Morgan was a badass gunslinger who didn’t have difficulty completing his tasks. Some people complained that this games pacing (specifically the opening) is too slow. I did not. I think the slow beginning forces you to pay attention to the incredible detail this game has to offer, and it does it in a way where you just think you are discovering things on your own.<br/><br/>This game took ~45 hours to complete and usually I am fatigued at that point and just pushing towards the finish line. I wasn’t fatigued. This game kept me fully engaged and entertained for that long, and it barely has any rpg mechanics. I wasn’t grinding for the next perk or upgrade or piece of equipment that makes my character better and gives me a sense of accomplishment. I was buying Arthur a sweet jacket and trimming his beard. I loved every minute of it. I don’t know how they pulled that off.<br/><br/>Final Score: A++"
Red Dead Redemption 2,The greatest Western story ever told. Transcends its medium and becomes one of the greatest pieces ever made. Very few games have ever made me care so deeply for a character’s well being and wanting them to be the best person they can be. 
Red Dead Redemption 2,"Simply the greatest game ever made, which was my opinion when the first one was released. It's story is perfectly written and captivates you and sucks you in from the very begining to the very end. Outstanding!"
Red Dead Redemption 2,"Red Dead Redemption is a game I always remember. I was a year out of college and sort of didn't know what I was going to do with my life. I remember being down in the dumps a bit living with my roommate in Concord NH. I loved Rockstar games and remembering looking up Red Dead Revolver and it looking like a game I probably wasn't too interested in. I picked up Red Dead being skeptical and it ended up being one of my favorite games. A character you could become obsessed with, John Marston. <br/><br/>Cut to 2019 and Red Dead Redemption has been replaced. That gunslinger I once loved has been replaced by a caring bad guy who is self-aware of the bad deeds he continues to do. He can't help himself and he knows that, which is probably why I love his character so much. With one of the realist villains I can remember with Dutch Van Der Linde and some of the most realistic gameplay in a videogame, I was enamored for 80 plus hours of gameplay. <br/><br/>I can't wait to remember it again."
Red Dead Redemption 2,"First English then German:
<br/><br/> I was really looking forward to Red Dead Redemption 2 (RDR2) back then. Back then, in the middle of chapter 3, I benched the game after almost 30 hours in. In June 2020 I started it again and finished the game.

Why did I quit back then?

I am rarely a fan of Open-World Games and the game was just too much for me. Too much of everything. It had vast open world, too many useless side quests, too many challenges. I like to lose myself in open worlds and then I'm ""full"" before the story is finished.

I liked the story, but there is no tension in the first 3 chapters. Now that I've finished the game, the first 3 chapters are really important to build the characters and a bond to the characters. The big problem with RDR2 is that everything just feels so slow. For every little action something has to be pressed, which otherwise is done automatically for the user experience in other games. And then there's the frequency with which the game forces you to walk at the games pace rather than your own. A lot of missions start with ""Follow X character to X position"", where you have to walk at a snail's pace while listening to the dialogue. It's as if the game is full of hidden cutscenes that disguise themselves as gameplay.

Unfortunately, RDR2 suffers from many typical Rockstar problems. Clumsy controls, erroneous interactions (have fun trying to reposition yourself a few centimetres at a time to get a certain prompt to light up).

RDR2 thrives on realism and yet it goes too far. Take looting as an example. You want to loot some dead victims after a big gun battle? Be prepared for the allies yelling at you to hurry. If you loot 10 people, it'll take five minutes. Spontaneously it doesn't sound too bad, but in this game you shoot and loot hundreds of people.

The world is full of things to do. Many tasks are unfortunately only pure tedious work. When I played the game, I thought it would be good and important to collect meat/furs for the camp. This is, for the progress of the game, completely unimportant and does not have to be done. In the whole new game run I have not brought a single animal to the camp.

The attempt to catch a legendary fish can take 10 minutes, until the analog stick is constantly turned. Treasure maps are so vague that most of the time they are not readable. It's strange because when you're on a mission, the game gives you lots of information and instructions, but outside a mission and you're alone with little to no clues. Of course this should encourage you to explore - unfortunately it failed with me. After I spent too many hours with it in the early game, I didn't feel like it any more and benched the game.

Now almost 2 weeks ago I started the game again and finished it. With the knowledge that I should not ""waste"" any time. So I rode from mission to mission and experienced a great story.

It is definitely not a bad game. Not at all. It has the story, it has the music, it has the characters, it has the depth. Unfortunately, the finishing touches were missing in too many places and Rockstar didn't realize when realism becomes annoying and a handicap.

I rate my second game run with a ⅘. But if I would have to play the game the way it was supposed to be played, I would give the game a ⅖.<br/><br/>German:
<br/><br/> Ich habe mich damals sehr auf Red Dead Redemption 2 (RDR2) gefreut. Knappe 30 Stunden Spielzeit, mitten im Kapitel 3, habe ich damals das Spiel abgebrochen. Im Juni 2020 habe ich das Spiel erneut angefangen und beendet.

Wieso habe ich damals abgebrochen?

Ich bin selten Fan von Open-World Games und das Spiel war mir einfach zu viel. Zu viel von allem. Es hatte eine zu große Welt, zu viele unnütze Nebenquest, zu viele Challenges. Ich verliere mich gerne in zu großen Welten und bin dann “satt” bevor die Story beendet ist.

Die Story gefiel mir gut, allerdings kommt in den ersten 3 Kapiteln keine Spannung vorhanden. Jetzt nachdem ich das Spiel beendet habe, sind die ersten 3 Kapitel wirklich wichtig um die Charaktere und eine Bindung zu den Charakteren aufzubauen. Das große Problem von RDR2 ist, dass sich einfach alles so langsam anfühlt. Für jede kleine Aktion muss etwas gedrückt werden, das sonst für die Benutzererfahrung in anderen Spielen automatisch erfolgt. Und dann gibt es die Häufigkeit, mit der das Spiel einen dazu zwingt, in seinem Tempo zu gehen, anstatt im eigenen. Sehr viele Missionen beginnen mit ""Folge X-Charakter zu X-Position"", wo du im Schneckentempo gehen musst, während du den Dialog hörst. Es ist, als ob das Spiel voller versteckter Zwischensequenzen ist, die sich als Gameplay tarnen.

Leider leidet RDR2 unter vielen typischen Problemen von Rockstar. Klobige Steuerelemente, fehlerhafte Interaktionen (viel Spaß beim Versuch, sich ständig ein paar cm neu zu positionieren, um eine bestimmte Aufforderung zum Aufleuchten zu erhalten). Apropos, es ist viel zu leicht, in diesem Spiel die Ehre zu verlieren. Das zufällige Anstoßen an jemanden, was aufgrund der schrecklichen Kontrollen häufig vorkommt, kann dazu führen, dass er wütend wird und einen angreift. Wenn man sich dann wehrt, ist die ganze Stadt hinter einem los.

RDR2 lebt vom Realismus und doch geht es dort zu weit. Nehmen wir das Looten mal als Beispiel. Willst du ein paar tote Opfer nach einem großen Schusswechsel plündern? Sei darauf vorbereitet, dass die Verbündeten einen ständig anschreien, man solle sich beeilen. Wenn man 10 Leute lootet, dauert das knappe 5 Minuten. Hört sich spontan nicht allzu schlimm an, jedoch erschießt man in dem Spiel hunderte von Menschen.

Die Welt ist stecke voller Dinge, die zu tun sind. Viele Aufgaben sind leider nur reine mühsame Fleißaufgaben. Als ich das Spiel damals gespielt habe, habe ich gedacht es wäre gut und wichtig Fleisch/Pelze für das Camp zu sammeln. Dies ist, für den Spielfortschritt etc. vollkommen unwichtig und muss nicht gemacht werden. Im ganzen neuen Spieldurchlauf habe ich kein einziges Tier zum Camp gebracht.

Der Versuch, einen legendären Fisch zu fangen, kann 10 Minuten dauern, bis der Analogstick ständig gedreht wird. Schatzkarten sind so vage, dass sie die meiste Zeit nicht lesbar sind. Es ist seltsam, denn wenn du in einer Mission bist, gibt dir das Spiel viele Informationen und Anweisungen, aber alles außerhalb einer Mission und du bist allein mit wenig bis gar keinen Hinweisen. Man hat keine Ahnung, wo es ist und das Spiel sagt es einem nicht. Klar soll dies zum Erkunden animieren - schlug leider bei mir fehl. Nachdem ich zu viele Stunden damit im frühen Spiel verbracht habe, hatte ich keine Lust mehr und habe das Spiel abgebrochen.

Nun vor knapp 2 Wochen habe ich das Spiel erneut gestartet und es beendet. Mit dem Wissen, das ich keine Zeit ""verschwenden"" soll. Ich bin also von Mission zu Mission geritten und habe eine grandiose Story erlebt.

Es ist definitiv kein schlechtes Spiel. Überhaupt nicht. Es hat die Geschichte, es hat die Musik, es hat die Charaktere, es hat die Tiefe. Leider fehlte an zu vielen Stellen der letzte Schliff und Rockstar erkannte nicht, wann Realismus zur lästigen Arbeit und Behinderung wird.

Meinen zweiten Spieldurchlauf bewerte ich mit einer ⅘. Würde ich das Spiel allerdings so durchspielen müssen, wie es eigentlich vorgesehen wurde, würde ich dem Spiel eine ⅖ geben."
Red Dead Redemption 2,"The campaign was incredible, I'd never been so engrossed in a single-player experience. It's like a whole other life you live as Arthur Morgan."
Red Dead Redemption 2,"After finishing this game, every other game feels like garbage and certainly not worth to be paid with the same currency."
Red Dead Redemption 2,This is by far the best video game ever I LOVE this game it’s so easy to get lost in and there are so many things to do. Rockstar Games is my favorite game company and the usually do an exceptional job with their games and this exceeded exceptional by my standards. 
Red Dead Redemption 2,"Rockstar’s Red Dead Redemption 2 is a colossal disappointment, and surely not a masterpiece. “Red Dead Redemption 2 is a masterpiece. 10/10…” wrote just about every video game critic on the internet. What? Has everyone been brainwashed? With all of the extremely high critical acclaim, it was natural for me to go into Rockstar’s RDR2 with extremely high expectations. What I was met with was an aggravating, boring, mess of a sequel. This is what everyone has been freaking out about? Are you kidding? What has the gaming community’s taste gone to? I cannot properly judge the entire game because I have not had the time to complete it yet, but I’ve already spent a great deal of time with its tedious introduction. The following criticisms are based off of what I’ve picked up in the first two chapters alone.<br/><br/>Let’s start by saying this: Red Dead Redemption 2 is great… for an interactive movie. That’s what a large portion of this game feels like: a cinematic experience over a gaming experience. Rockstar decided to make RDR2 a prequel to the first game. The first Red Dead Redemption didn’t involve much plot. You are given the protagonist, John Marston, and introduced to the hunted antagonist, Bill Williamson. It gets a little more complicated later, but it was generally simple. RDR2 heavily involves its innumerable characters, especially at the beginning of the game. The first chapter is nothing short of a long, dragging, no-fun zone.<br/><br/>There’s about five minutes of legitimate gameplay in the first mission. If you decide to watch the uninteresting cutscenes, then a great deal of time is spent watching them, and then riding your horse. Then the game gives you about 5-10 minutes of what would be considered fun: taking down enemies. Then it is time to loot and travel back to your camp again to repeat the same process. This introduction leaves a bad first impression that doesn’t improve much.<br/><br/>Back to the first point: RDR2 is fundamentally an interactive movie. Rockstar does not care much about the player at all. Rockstar tries to make you care about their characters. Character development and an interesting plot are great when you’re watching a movie or TV show, or reading a book, but Rockstar does not seem to understand that this is a video game. A player picks up their controller to have complete agency over their character. RDR2 has barely any, and it is so tedious with its brief animations, constant cutscenes, conversing NPCs (non-playable characters), and method of traveling that playing it feels more like a movie you have to press a button to once a minute to keep it running.<br/><br/>The purpose of spending lengthy amounts of time on your horse is to get a sense of the map, and to admire the beauty of the game along with its abundant amount of detail that Rockstar littered throughout it. This is something many critics and fans have been praising emphatically: the detail. Detail is enjoyable, but much of it serves no purpose other than just gazing at it. It’s not wrong for a game to look beautiful, but players still misunderstand that Rockstar failed to create an engaging experience by combining beauty and detail with enjoyable gameplay (the fact that the ""cinematic camera"" exists doesn't help). The characters, detail, and gameplay are all incoherent with one another in RDR2.<br/><br/>Another factor that bruised Rockstar was realism. This explains every single brief animation and unnecessary task. At one point in the 2nd chapter, a message pops up on the screen telling the player that they should shave their character’s beard because it’s getting too long. Ladies and gentlemen, this is what video games have come to, this is what everyone is praising. Red Dead Redemption 2, the video game meant to be watched, the video game meant to mimic our boring lives.<br/><br/>RDR2 also disappoints in comparison to its predecessor in some ways. The controls are much more restrained and harder to handle than the loose, breezy controls of the first one, as well as the unnecessary addition of convoluted inventories for your items and practically useless horse commodities. Simple equals better, Rockstar.<br/><br/>Rockstar spent so much time polishing detail, writing characters, and worrying about realism that they forgot to make a fun gaming experience. Rockstar is not the only game developer who includes these elements in their games, but Rockstar stressed them so much in this game that they failed at making it fun to play. Again, I have not played it the entire way through, nor is the whole game like this, but it did not leave me with a good first impression. I only hope that the game improves, and that I have the patience to push through the tedious sections to complete it. And keep in mind that this is just my opinion. I am clearly in a really small minority."
Red Dead Redemption 2,"beautiful and immersive with a good story, but even more so boring, mechanically dated, and tedious. all the details are great, but the gameplay is a legitimate chore.<br/><br/>how did this happen?"
Red Dead Redemption 2,"Absolute shit.<br/><br/>Sure, the gameplay is absolutely terrible, absolutely everything can and will kill you at random in the name of ""realism,"" and the game will constantly take your weapons away, but your horse's testicles will shrink when it's cold, so 10/10 GOTY<br/><br/>Fuck Rockstar for this one, seriously. Absolutely anything you do that the game thinks might be fun will be met with punishment."
Red Dead Redemption 2,"A bland, western grind. Red Dead Redemption 2's cinematics and atmosphere are enough to draw you in for a solid few hours of first-time gameplay. Though well before the midway game point, the missions begin to become tedious and repetitive - ""go to X point and talk to X person before riding to X point and shooting X"". Although there is enough detail in this beautiful western world to keep you busy exploring for days - the clumsy controls, broken law system, tedious hunting and crafting and dull traveling become a nuisance and makes we wonder if this game is as polished as it should have been. I've been a massive Rockstar Fan since the very first GTA and have played GTA V multiple times on multiple consoles but there is something really lacking in the main mission quests and character progression, by the midway point I was really pushing myself to get through the main story and had little difference between new game Arthur and End Game Arthur (besides most of the characters becoming frustrating and unlikable - WHERE ARE YOU LEENNAAY?). I really have to question the review sites who have posted this as being almost perfect - it's an 80 out of 100 MAX."
Red Dead Redemption 2,"Controls like a ton of bricks sometimes, particularly when walking around in confined environments, and sometimes the NPCs got annoying, always yelling at you to do stuff. They're minor complaints because I found this to be and immensely fun playground, it's not too big, not some 500 hour Fallout style game. So happy that a lot of this wasn't DLC, it's all important to the story, so why not put it in there? It's a great escape."
Red Dead Redemption 2,<div>Favorite Thing: An enjoyable story in a detailed (if empty) world. <br/></div><div>Least Favorite Thing: The cores and their survival-esque monotony. <br/></div><div><br/></div><div>Date Completed: 2018-11-24 <br/></div><div>Playtime: 40h <br/></div><div>Enjoyment: 7/10 <br/></div><div>Recommendation:  People seem to love it. Cowboys are taking forever to ride from A-B just aren't my thing.</div>
Red Dead Redemption 2,"RDR2 is such a ride, it is filled with a lot of feelings from happiness to enraged revenge. I think that to this point there’s no such experience as Red Dead Redemption 2, is as raw and slow as the developers wanted it to be, for me it was for the best but sometimes it felt a little tiresome or repetitive, then again is so masterfully crafted that even that seems on purpose. More often than not, also, it seemed to me more like a MMO game than a single placer AAA game, the thing is massive and almost every chapter feels like a AAA game on itself. Everything in this game begs to be praised, the writing (which is magnificent), the music, the animation, sound, even the Graphic design of labels of food, billboards is Amazing.<br/><br/>I’m not sure if I’m a big fan of westerns but I sure like a lot of them, and similar to the last entry, this game has a lot of references, even tho in my opinión it seemed to me that they took a lot of inspiration from Tarantino’s D’jango Unchained and Hateful Eight in a very good way. There’s a lot of things and themes they managed to discuss here, current themes that can easily be applied in the game’s exaggerated and romanticized World and they did it great.<br/><br/>As for its main character, I fell in love with Arthur from start, it has the perfect balance of cold killer and sweet guy, and as outrageous that sounds it Works flawlessly, Arthur is now easily one of my top 5 characters in gaming. Not everything in this game is perfect, there are some minor technical issues that can be sometimes frustrating but never a big deal, also there's a lot of ""walking"" both at feet and on horse so if that's a problem to you, maybe you can skip this game, but it also encourages you to explore and find new things at every corner, similar to Breath of the Wild. <br/><br/>I think that this game is not for everyone, I think I can compare to a Nolan movie, sure is a blockbuster Hollywood movie but is well done and has a lot to say that can separate itself from the rest. I love how the characters made me feel angry, happy and sad, and those moments where I totally transformed into a gunslinger will stay with me for the years to come."
Red Dead Redemption 2,9/10
Red Dead Redemption 2,+
Red Dead Redemption 2,Great
Red Dead Redemption 2,Arthur Morgan more like Arthur Mort tout court ☠️☠️☠️
Red Dead Redemption 2,Is just wow.
Red Dead Redemption 2,amazing game
Red Dead Redemption 2,10/10
Red Dead Redemption 2,11/10
Red Dead Redemption 2,Best
Life is Strange,"The game can be compared to the telltale games, although I like the art style and the music in life is Strange all the more. Everything seems so everyday and authentic (the time travel skills left out). Even though I was even more enthusiastic about the pre-quel and generally I still want the version for the mobile phone, I was a little disappointed at the end. Especially in episode 5, several bugs appeared.
As an example, in the end sequence the Men music was constantly playing. Not even the end music appeared until I restarted the game. This initially destroys the entire atmosphere. And some of maxine's animations did not even exist when she started talking (in a completely animated sequence). And somehow david appeared in the picture much earlier, which looked a bit funny, as he was stuck in the table: D
If sometimes the limbs were penetrable or even temporarily invisible, I can still understand. But especially the music really disturbed me in the end.
And of course there was the star deduction, because I've been waiting four months for the last two episodes. And getting those bugs included is a bit sad. Too bad, otherwise it has been perfect content for me. Not technically yet.
We are sorry to hear that you have functional problems with Life is Strange on your device. Please contact <a href=""http://support.eu.square-enix.com"" rel=""nofollow"">support.eu.square-enix.com</a> to contact us and provide us with more details about your issue so we can assist you."
